CUSTOMER_ID,LOYALTY_SCORE,PRODUCT_ID,PRODUCT_CATEGORY,PURCHASE_COUNT
C11,4,P60,food,110
C11,4,P52,food,110
C12,8,P17,clothes,88
C12,8,P20,clothes,88
C12,8,P14,clothes,88
C27,10,P23,fruit_veg,95
C32,3,P33,fruit_veg,37
C41,9,P66,bws,63
C41,9,P63,bws,63
C45,10,P44,food,80
C45,10,P49,food,80
C45,10,P41,food,80
C47,2,P40,sweets,76
C49,7,P13,clothes,52
C49,7,P20,clothes,52
C62,6,P25,fruit_veg,102
C62,6,P23,fruit_veg,102
C73,2,P23,fruit_veg,96
C73,2,P29,fruit_veg,96
C73,2,P33,fruit_veg,96
C78,9,P61,bws,99
C78,9,P66,bws,99
C80,9,P39,sweets,73
C83,8,P36,sweets,117
C83,8,P36,sweets,117
C83,8,P37,sweets,117
C97,9,P49,food,110
C97,9,P47,food,110
C100,8,P39,sweets,109
C100,8,P35,sweets,109
C101,2,P37,sweets,63
C101,2,P39,sweets,63
C108,8,P55,food,81
C122,10,P12,house,125
C122,10,P01,house,125
C122,10,P02,house,125
C127,4,P59,food,106
C2,4,P03,house,78
C2,4,P03,house,78
C4,5,P64,bws,38
C7,3,P64,bws,28
C12,8,P41,food,88
C13,8,P47,food,30
C13,8,P55,food,30
C13,8,P54,food,30
C16,5,P61,bws,110
C19,6,P52,food,49
C19,6,P49,food,49
C19,6,P52,food,49
C23,10,P05,house,50
C28,3,P43,food,94
C36,5,P40,sweets,108
C36,5,P38,sweets,108
C39,2,P20,clothes,82
C57,2,P36,sweets,67
C60,10,P27,fruit_veg,77
C60,10,P27,fruit_veg,77
C66,10,P37,sweets,96
C66,10,P38,sweets,96
C66,10,P35,sweets,96
C67,4,P47,food,61
C67,4,P45,food,61
C74,5,P54,food,111
C76,10,P48,food,62
C76,10,P55,food,62
C76,10,P58,food,62
C84,1,P04,house,54
C84,1,P12,house,54
C85,8,P01,house,57
C85,8,P12,house,57
C89,8,P24,fruit_veg,96
C89,8,P27,fruit_veg,96
C93,5,P36,sweets,70
C111,1,P42,food,54
C111,1,P44,food,54
C112,3,P27,fruit_veg,108
C122,10,P32,fruit_veg,125
C122,10,P24,fruit_veg,125
C123,3,P54,food,59
C123,3,P55,food,59
C123,3,P55,food,59
C127,4,P33,fruit_veg,106
C127,4,P34,fruit_veg,106
C133,3,P26,fruit_veg,114
C133,3,P23,fruit_veg,114
C133,3,P29,fruit_veg,114
C1,7,P31,fruit_veg,39
C1,7,P25,fruit_veg,39
C1,7,P25,fruit_veg,39
C2,4,P30,fruit_veg,78
C2,4,P23,fruit_veg,78
C4,5,P66,bws,38
C10,5,P10,house,103
C10,5,P11,house,103
C17,2,P46,food,115
C24,6,P66,bws,109
C24,6,P65,bws,109
C24,6,P65,bws,109
C34,3,P40,sweets,66
C34,3,P37,sweets,66
C36,5,P40,sweets,108
C36,5,P37,sweets,108
C36,5,P39,sweets,108
C40,4,P37,sweets,45
C40,4,P37,sweets,45
C40,4,P39,sweets,45
C45,10,P06,house,80
C45,10,P02,house,80
C45,10,P04,house,80
C54,2,P13,clothes,111
C67,4,P62,bws,61
C67,4,P62,bws,61
C73,2,P61,bws,96
C74,5,P54,food,111
C74,5,P49,food,111
C76,10,P41,food,62
C77,9,P53,food,55
C90,3,P37,sweets,85
C93,5,P19,clothes,70
C93,5,P16,clothes,70
C93,5,P19,clothes,70
C98,7,P39,sweets,83
C104,7,P53,food,104
C104,7,P50,food,104
C105,8,P01,house,122
C105,8,P05,house,122
C105,8,P02,house,122
C114,3,P62,bws,21
C114,3,P65,bws,21
C114,3,P61,bws,21
C123,3,P30,fruit_veg,59
C123,3,P30,fruit_veg,59
C123,3,P25,fruit_veg,59
C127,4,P11,house,106
C127,4,P11,house,106
C130,7,P02,house,89
C130,7,P06,house,89
C10,5,P50,food,103
C10,5,P42,food,103
C10,5,P48,food,103
C22,1,P07,house,82
C22,1,P11,house,82
C24,6,P47,food,109
C25,9,P02,house,124
C25,9,P10,house,124
C25,9,P10,house,124
C34,3,P36,sweets,66
C34,3,P40,sweets,66
C36,5,P36,sweets,108
C36,5,P38,sweets,108
C36,5,P38,sweets,108
C38,7,P46,food,100
C38,7,P41,food,100
C55,8,P40,sweets,78
C66,10,P62,bws,96
C69,7,P45,food,50
C69,7,P49,food,50
C69,7,P47,food,50
C74,5,P52,food,111
C74,5,P51,food,111
C85,8,P61,bws,57
C92,1,P46,food,44
C92,1,P55,food,44
C96,10,P40,sweets,50
C96,10,P39,sweets,50
C96,10,P40,sweets,50
C100,8,P26,fruit_veg,109
C100,8,P33,fruit_veg,109
C105,8,P57,food,122
C105,8,P60,food,122
C105,8,P42,food,122
C120,9,P12,house,52
C120,9,P02,house,52
C122,10,P60,food,125
C124,7,P06,house,40
C124,7,P12,house,40
C133,3,P28,fruit_veg,114
C1,7,P25,fruit_veg,39
C1,7,P32,fruit_veg,39
C1,7,P27,fruit_veg,39
C11,4,P58,food,110
C11,4,P60,food,110
C11,4,P59,food,110
C18,8,P60,food,35
C21,5,P47,food,63
C21,5,P60,food,63
C21,5,P42,food,63
C25,9,P36,sweets,124
C25,9,P36,sweets,124
C25,9,P39,sweets,124
C34,3,P39,sweets,66
C44,9,P55,food,59
C50,8,P11,house,43
C50,8,P03,house,43
C50,8,P09,house,43
C54,2,P57,food,111
C54,2,P56,food,111
C54,2,P46,food,111
C57,2,P36,sweets,67
C58,6,P32,fruit_veg,85
C58,6,P28,fruit_veg,85
C58,6,P32,fruit_veg,85
C60,10,P36,sweets,77
C60,10,P37,sweets,77
C60,10,P38,sweets,77
C65,2,P30,fruit_veg,100
C65,2,P24,fruit_veg,100
C66,10,P37,sweets,96
C66,10,P40,sweets,96
C66,10,P40,sweets,96
C67,4,P46,food,61
C93,5,P37,sweets,70
C93,5,P38,sweets,70
C100,8,P62,bws,109
C100,8,P64,bws,109
C104,7,P66,bws,104
C104,7,P64,bws,104
C104,7,P65,bws,104
C105,8,P05,house,122
C115,1,P38,sweets,42
C115,1,P40,sweets,42
C115,1,P40,sweets,42
C119,7,P44,food,94
C122,10,P46,food,125
C127,4,P09,house,106
C127,4,P09,house,106
C127,4,P10,house,106
C133,3,P27,fruit_veg,114
C133,3,P34,fruit_veg,114
C133,3,P34,fruit_veg,114
C6,10,P45,food,31
C25,9,P39,sweets,124
C28,3,P43,food,94
C28,3,P52,food,94
C36,5,P38,sweets,108
C38,7,P60,food,100
C38,7,P52,food,100
C38,7,P54,food,100
C55,8,P39,sweets,78
C55,8,P36,sweets,78
C55,8,P37,sweets,78
C63,2,P46,food,52
C63,2,P53,food,52
C65,2,P26,fruit_veg,100
C65,2,P32,fruit_veg,100
C74,5,P43,food,111
C76,10,P58,food,62
C76,10,P47,food,62
C77,9,P54,food,55
C77,9,P54,food,55
C77,9,P48,food,55
C78,9,P65,bws,99
C78,9,P62,bws,99
C79,1,P47,food,60
C79,1,P42,food,60
C81,7,P24,fruit_veg,42
C82,9,P12,house,70
C82,9,P02,house,70
C82,9,P06,house,70
C84,1,P05,house,54
C88,1,P39,sweets,114
C88,1,P40,sweets,114
C89,8,P31,fruit_veg,96
C89,8,P32,fruit_veg,96
C89,8,P29,fruit_veg,96
C90,3,P35,sweets,85
C90,3,P38,sweets,85
C90,3,P38,sweets,85
C94,10,P10,house,33
C94,10,P02,house,33
C98,7,P39,sweets,83
C98,7,P39,sweets,83
C98,7,P35,sweets,83
C112,3,P36,sweets,108
C112,3,P40,sweets,108
C124,7,P39,sweets,40
C124,7,P40,sweets,40
C124,7,P38,sweets,40
C126,4,P61,bws,35
C128,5,P02,house,84
C131,4,P40,sweets,89
C131,4,P39,sweets,89
C134,6,P07,house,62
C134,6,P04,house,62
C10,5,P02,house,103
C10,5,P12,house,103
C11,4,P56,food,110
C11,4,P57,food,110
C11,4,P44,food,110
C22,1,P07,house,82
C29,7,P40,sweets,82
C29,7,P38,sweets,82
C29,7,P37,sweets,82
C33,5,P38,sweets,39
C45,10,P08,house,80
C45,10,P02,house,80
C45,10,P05,house,80
C54,2,P48,food,111
C59,6,P12,house,29
C62,6,P28,fruit_veg,102
C62,6,P23,fruit_veg,102
C62,6,P34,fruit_veg,102
C65,2,P33,fruit_veg,100
C65,2,P23,fruit_veg,100
C65,2,P22,fruit_veg,100
C77,9,P51,food,55
C77,9,P49,food,55
C78,9,P51,food,99
C81,7,P25,fruit_veg,42
C81,7,P34,fruit_veg,42
C81,7,P32,fruit_veg,42
C82,9,P05,house,70
C87,3,P47,food,78
C88,1,P03,house,114
C88,1,P10,house,114
C88,1,P03,house,114
C89,8,P33,fruit_veg,96
C89,8,P28,fruit_veg,96
C89,8,P24,fruit_veg,96
C100,8,P39,sweets,109
C101,2,P45,food,63
C104,7,P43,food,104
C104,7,P48,food,104
C104,7,P59,food,104
C112,3,P26,fruit_veg,108
C116,5,P59,food,27
C116,5,P53,food,27
C116,5,P55,food,27
C122,10,P02,house,125
C130,7,P36,sweets,89
C130,7,P35,sweets,89
C130,7,P37,sweets,89
C133,3,P29,fruit_veg,114
C133,3,P33,fruit_veg,114
C133,3,P34,fruit_veg,114
C4,5,P65,bws,38
C4,5,P64,bws,38
C6,10,P57,food,31
C9,8,P56,food,23
C11,4,P55,food,110
C11,4,P58,food,110
C13,8,P47,food,30
C13,8,P55,food,30
C13,8,P53,food,30
C15,6,P05,house,77
C16,5,P63,bws,110
C16,5,P63,bws,110
C25,9,P36,sweets,124
C27,10,P40,sweets,95
C27,10,P38,sweets,95
C27,10,P40,sweets,95
C28,3,P60,food,94
C28,3,P47,food,94
C34,3,P59,food,66
C34,3,P55,food,66
C39,2,P27,fruit_veg,82
C45,10,P04,house,80
C46,5,P61,bws,59
C46,5,P66,bws,59
C46,5,P63,bws,59
C53,4,P43,food,78
C55,8,P44,food,78
C55,8,P56,food,78
C55,8,P47,food,78
C57,2,P27,fruit_veg,67
C65,2,P28,fruit_veg,100
C66,10,P51,food,96
C68,8,P08,house,32
C68,8,P11,house,32
C68,8,P06,house,32
C77,9,P48,food,55
C77,9,P49,food,55
C77,9,P50,food,55
C83,8,P52,food,117
C83,8,P43,food,117
C83,8,P53,food,117
C85,8,P66,bws,57
C85,8,P65,bws,57
C85,8,P65,bws,57
C86,8,P54,food,80
C88,1,P64,bws,114
C88,1,P65,bws,114
C101,2,P52,food,63
C101,2,P55,food,63
C102,1,P53,food,41
C102,1,P55,food,41
C107,3,P49,food,114
C116,5,P64,bws,27
C116,5,P63,bws,27
C116,5,P62,bws,27
C133,3,P24,fruit_veg,114
C136,10,P61,bws,50
C136,10,P65,bws,50
C136,10,P64,bws,50
C3,8,P24,fruit_veg,48
C3,8,P31,fruit_veg,48
C4,5,P61,bws,38
C8,7,P27,fruit_veg,113
C11,4,P43,food,110
C11,4,P46,food,110
C13,8,P48,food,30
C16,5,P64,bws,110
C25,9,P39,sweets,124
C27,10,P26,fruit_veg,95
C27,10,P24,fruit_veg,95
C27,10,P34,fruit_veg,95
C38,7,P04,house,100
C38,7,P03,house,100
C38,7,P12,house,100
C43,10,P39,sweets,48
C43,10,P36,sweets,48
C43,10,P35,sweets,48
C48,4,P55,food,51
C48,4,P43,food,51
C55,8,P01,house,78
C65,2,P29,fruit_veg,100
C65,2,P32,fruit_veg,100
C65,2,P25,fruit_veg,100
C78,9,P40,sweets,99
C82,9,P12,house,70
C82,9,P05,house,70
C82,9,P01,house,70
C83,8,P04,house,117
C83,8,P02,house,117
C83,8,P08,house,117
C86,8,P52,food,80
C86,8,P56,food,80
C91,3,P52,food,53
C93,5,P35,sweets,70
C93,5,P37,sweets,70
C93,5,P40,sweets,70
C122,10,P05,house,125
C122,10,P02,house,125
C122,10,P08,house,125
C127,4,P41,food,106
C127,4,P50,food,106
C127,4,P45,food,106
C132,7,P20,clothes,41
C134,6,P35,sweets,62
C134,6,P35,sweets,62
C135,2,P30,fruit_veg,91
C135,2,P28,fruit_veg,91
C137,9,P47,food,116
C137,9,P48,food,116
C137,9,P60,food,116
C10,5,P59,food,103
C17,2,P08,house,115
C17,2,P04,house,115
C17,2,P01,house,115
C20,2,P64,bws,61
C20,2,P62,bws,61
C21,5,P31,fruit_veg,63
C29,7,P45,food,82
C29,7,P57,food,82
C29,7,P52,food,82
C34,3,P27,fruit_veg,66
C53,4,P31,fruit_veg,78
C56,4,P34,fruit_veg,49
C69,7,P41,food,50
C69,7,P59,food,50
C69,7,P51,food,50
C73,2,P66,bws,96
C77,9,P48,food,55
C80,9,P09,house,73
C86,8,P51,food,80
C86,8,P54,food,80
C87,3,P09,house,78
C87,3,P07,house,78
C87,3,P08,house,78
C93,5,P40,sweets,70
C97,9,P37,sweets,110
C97,9,P38,sweets,110
C120,9,P07,house,52
C121,10,P02,house,41
C128,5,P08,house,84
C128,5,P07,house,84
C128,5,P12,house,84
C133,3,P25,fruit_veg,114
C133,3,P34,fruit_veg,114
C137,9,P58,food,116
C137,9,P48,food,116
C2,4,P18,clothes,78
C2,4,P15,clothes,78
C2,4,P13,clothes,78
C11,4,P55,food,110
C14,3,P39,sweets,42
C15,6,P10,house,77
C15,6,P12,house,77
C17,2,P08,house,115
C17,2,P06,house,115
C20,2,P58,food,61
C20,2,P44,food,61
C21,5,P32,fruit_veg,63
C21,5,P26,fruit_veg,63
C22,1,P36,sweets,82
C22,1,P38,sweets,82
C30,4,P56,food,41
C30,4,P60,food,41
C30,4,P46,food,41
C38,7,P28,fruit_veg,100
C45,10,P43,food,80
C45,10,P47,food,80
C45,10,P57,food,80
C50,8,P07,house,43
C50,8,P07,house,43
C50,8,P12,house,43
C54,2,P59,food,111
C54,2,P42,food,111
C55,8,P44,food,78
C56,4,P23,fruit_veg,49
C57,2,P30,fruit_veg,67
C57,2,P23,fruit_veg,67
C73,2,P29,fruit_veg,96
C73,2,P26,fruit_veg,96
C73,2,P29,fruit_veg,96
C97,9,P39,sweets,110
C97,9,P37,sweets,110
C98,7,P36,sweets,83
C98,7,P37,sweets,83
C98,7,P35,sweets,83
C99,9,P27,fruit_veg,77
C99,9,P33,fruit_veg,77
C99,9,P25,fruit_veg,77
C104,7,P01,house,104
C104,7,P05,house,104
C104,7,P03,house,104
C119,7,P09,house,94
C119,7,P04,house,94
C121,10,P11,house,41
C121,10,P09,house,41
C121,10,P02,house,41
C133,3,P29,fruit_veg,114
C133,3,P30,fruit_veg,114
C134,6,P50,food,62
C134,6,P45,food,62
C9,8,P48,food,23
C9,8,P58,food,23
C9,8,P53,food,23
C36,5,P39,sweets,108
C38,7,P45,food,100
C53,4,P58,food,78
C53,4,P43,food,78
C65,2,P34,fruit_veg,100
C67,4,P24,fruit_veg,61
C67,4,P23,fruit_veg,61
C67,4,P33,fruit_veg,61
C68,8,P25,fruit_veg,32
C73,2,P29,fruit_veg,96
C73,2,P27,fruit_veg,96
C74,5,P48,food,111
C74,5,P55,food,111
C76,10,P42,food,62
C78,9,P61,bws,99
C87,3,P60,food,78
C87,3,P49,food,78
C87,3,P53,food,78
C104,7,P52,food,104
C104,7,P57,food,104
C104,7,P43,food,104
C122,10,P06,house,125
C122,10,P10,house,125
C127,4,P46,food,106
C127,4,P46,food,106
C127,4,P50,food,106
C130,7,P58,food,89
C134,6,P07,house,62
C134,6,P09,house,62
C134,6,P12,house,62
C3,8,P65,bws,48
C4,5,P62,bws,38
C7,3,P63,bws,28
C7,3,P61,bws,28
C8,7,P26,fruit_veg,113
C8,7,P25,fruit_veg,113
C8,7,P25,fruit_veg,113
C17,2,P05,house,115
C17,2,P10,house,115
C17,2,P09,house,115
C33,5,P16,clothes,39
C47,2,P36,sweets,76
C47,2,P40,sweets,76
C60,10,P30,fruit_veg,77
C60,10,P23,fruit_veg,77
C60,10,P32,fruit_veg,77
C62,6,P32,fruit_veg,102
C62,6,P30,fruit_veg,102
C63,2,P35,sweets,52
C63,2,P37,sweets,52
C65,2,P41,food,100
C65,2,P58,food,100
C65,2,P46,food,100
C74,5,P54,food,111
C74,5,P51,food,111
C74,5,P45,food,111
C83,8,P36,sweets,117
C83,8,P40,sweets,117
C83,8,P35,sweets,117
C89,8,P34,fruit_veg,96
C89,8,P27,fruit_veg,96
C89,8,P28,fruit_veg,96
C92,1,P57,food,44
C92,1,P46,food,44
C92,1,P48,food,44
C93,5,P14,clothes,70
C97,9,P29,fruit_veg,110
C100,8,P08,house,109
C100,8,P02,house,109
C100,8,P09,house,109
C105,8,P32,fruit_veg,122
C122,10,P03,house,125
C122,10,P02,house,125
C122,10,P09,house,125
C123,3,P36,sweets,59
C123,3,P39,sweets,59
C123,3,P40,sweets,59
C126,4,P06,house,35
C127,4,P59,food,106
C127,4,P47,food,106
C127,4,P48,food,106
C128,5,P26,fruit_veg,84
C11,4,P39,sweets,110
C15,6,P53,food,77
C15,6,P45,food,77
C17,2,P50,food,115
C17,2,P42,food,115
C17,2,P49,food,115
C18,8,P22,fruit_veg,35
C18,8,P28,fruit_veg,35
C18,8,P23,fruit_veg,35
C19,6,P47,food,49
C19,6,P60,food,49
C21,5,P38,sweets,63
C21,5,P36,sweets,63
C28,3,P53,food,94
C28,3,P48,food,94
C28,3,P60,food,94
C36,5,P38,sweets,108
C36,5,P39,sweets,108
C45,10,P48,food,80
C45,10,P53,food,80
C54,2,P13,clothes,111
C54,2,P17,clothes,111
C58,6,P23,fruit_veg,85
C58,6,P28,fruit_veg,85
C58,6,P33,fruit_veg,85
C59,6,P48,food,29
C59,6,P47,food,29
C59,6,P59,food,29
C71,8,P45,food,49
C78,9,P35,sweets,99
C78,9,P36,sweets,99
C78,9,P36,sweets,99
C82,9,P03,house,70
C82,9,P03,house,70
C82,9,P01,house,70
C86,8,P53,food,80
C86,8,P59,food,80
C86,8,P46,food,80
C89,8,P63,bws,96
C101,2,P40,sweets,63
C101,2,P40,sweets,63
C104,7,P63,bws,104
C104,7,P65,bws,104
C104,7,P61,bws,104
C107,3,P50,food,114
C107,3,P41,food,114
C107,3,P57,food,114
C108,8,P39,sweets,81
C121,10,P11,house,41
C121,10,P04,house,41
C121,10,P07,house,41
C3,8,P27,fruit_veg,48
C8,7,P32,fruit_veg,113
C15,6,P58,food,77
C15,6,P48,food,77
C16,5,P40,sweets,110
C16,5,P35,sweets,110
C16,5,P36,sweets,110
C24,6,P36,sweets,109
C24,6,P39,sweets,109
C31,9,P22,fruit_veg,108
C31,9,P33,fruit_veg,108
C38,7,P25,fruit_veg,100
C41,9,P61,bws,63
C41,9,P61,bws,63
C41,9,P64,bws,63
C47,2,P38,sweets,76
C47,2,P36,sweets,76
C47,2,P38,sweets,76
C51,3,P48,food,79
C51,3,P57,food,79
C51,3,P42,food,79
C58,6,P32,fruit_veg,85
C58,6,P29,fruit_veg,85
C58,6,P34,fruit_veg,85
C62,6,P30,fruit_veg,102
C63,2,P28,fruit_veg,52
C63,2,P24,fruit_veg,52
C63,2,P24,fruit_veg,52
C75,8,P23,fruit_veg,52
C85,8,P08,house,57
C88,1,P11,house,114
C88,1,P08,house,114
C88,1,P01,house,114
C91,3,P48,food,53
C91,3,P50,food,53
C91,3,P45,food,53
C92,1,P41,food,44
C92,1,P52,food,44
C97,9,P65,bws,110
C99,9,P49,food,77
C99,9,P44,food,77
C112,3,P32,fruit_veg,108
C112,3,P22,fruit_veg,108
C112,3,P27,fruit_veg,108
C119,7,P05,house,94
C127,4,P12,house,106
C127,4,P05,house,106
C127,4,P04,house,106
C133,3,P32,fruit_veg,114
C133,3,P29,fruit_veg,114
C134,6,P29,fruit_veg,62
C134,6,P33,fruit_veg,62
C137,9,P42,food,116
C11,4,P59,food,110
C11,4,P56,food,110
C11,4,P43,food,110
C16,5,P63,bws,110
C16,5,P64,bws,110
C16,5,P61,bws,110
C29,7,P37,sweets,82
C29,7,P37,sweets,82
C29,7,P37,sweets,82
C30,4,P48,food,41
C36,5,P40,sweets,108
C36,5,P40,sweets,108
C40,4,P02,house,45
C41,9,P64,bws,63
C41,9,P66,bws,63
C53,4,P02,house,78
C53,4,P04,house,78
C55,8,P09,house,78
C55,8,P09,house,78
C60,10,P25,fruit_veg,77
C62,6,P06,house,102
C68,8,P52,food,32
C68,8,P49,food,32
C69,7,P41,food,50
C73,2,P29,fruit_veg,96
C74,5,P58,food,111
C80,9,P38,sweets,73
C80,9,P37,sweets,73
C80,9,P39,sweets,73
C85,8,P62,bws,57
C89,8,P27,fruit_veg,96
C89,8,P32,fruit_veg,96
C96,10,P39,sweets,50
C96,10,P40,sweets,50
C96,10,P40,sweets,50
C97,9,P40,sweets,110
C104,7,P51,food,104
C107,3,P20,clothes,114
C112,3,P40,sweets,108
C122,10,P39,sweets,125
C122,10,P39,sweets,125
C122,10,P36,sweets,125
C131,4,P42,food,89
C1,7,P22,fruit_veg,39
C1,7,P31,fruit_veg,39
C11,4,P36,sweets,110
C11,4,P35,sweets,110
C12,8,P14,clothes,88
C12,8,P21,clothes,88
C12,8,P13,clothes,88
C16,5,P37,sweets,110
C24,6,P42,food,109
C24,6,P44,food,109
C29,7,P25,fruit_veg,82
C29,7,P31,fruit_veg,82
C36,5,P35,sweets,108
C36,5,P37,sweets,108
C36,5,P37,sweets,108
C38,7,P27,fruit_veg,100
C38,7,P34,fruit_veg,100
C41,9,P31,fruit_veg,63
C41,9,P31,fruit_veg,63
C49,7,P48,food,52
C49,7,P57,food,52
C53,4,P26,fruit_veg,78
C53,4,P24,fruit_veg,78
C53,4,P28,fruit_veg,78
C54,2,P55,food,111
C54,2,P53,food,111
C54,2,P45,food,111
C57,2,P32,fruit_veg,67
C60,10,P23,fruit_veg,77
C60,10,P32,fruit_veg,77
C62,6,P01,house,102
C66,10,P53,food,96
C66,10,P60,food,96
C66,10,P48,food,96
C74,5,P54,food,111
C74,5,P53,food,111
C74,5,P45,food,111
C80,9,P55,food,73
C80,9,P48,food,73
C80,9,P60,food,73
C82,9,P07,house,70
C82,9,P12,house,70
C82,9,P08,house,70
C85,8,P10,house,57
C86,8,P36,sweets,80
C99,9,P43,food,77
C99,9,P46,food,77
C99,9,P42,food,77
C112,3,P36,sweets,108
C112,3,P36,sweets,108
C119,7,P06,house,94
C119,7,P08,house,94
C123,3,P25,fruit_veg,59
C126,4,P01,house,35
C132,7,P13,clothes,41
C133,3,P36,sweets,114
C133,3,P36,sweets,114
C136,10,P61,bws,50
C136,10,P66,bws,50
C136,10,P61,bws,50
C137,9,P33,fruit_veg,116
C137,9,P24,fruit_veg,116
C137,9,P33,fruit_veg,116
C8,7,P25,fruit_veg,113
C8,7,P26,fruit_veg,113
C8,7,P30,fruit_veg,113
C10,5,P04,house,103
C10,5,P02,house,103
C10,5,P07,house,103
C14,3,P39,sweets,42
C14,3,P35,sweets,42
C14,3,P38,sweets,42
C16,5,P40,sweets,110
C16,5,P37,sweets,110
C16,5,P39,sweets,110
C19,6,P44,food,49
C19,6,P44,food,49
C25,9,P07,house,124
C25,9,P03,house,124
C25,9,P05,house,124
C34,3,P53,food,66
C34,3,P52,food,66
C34,3,P42,food,66
C38,7,P29,fruit_veg,100
C38,7,P22,fruit_veg,100
C38,7,P25,fruit_veg,100
C47,2,P38,sweets,76
C47,2,P39,sweets,76
C47,2,P35,sweets,76
C51,3,P60,food,79
C74,5,P46,food,111
C74,5,P42,food,111
C80,9,P08,house,73
C88,1,P02,house,114
C88,1,P09,house,114
C89,8,P66,bws,96
C89,8,P65,bws,96
C89,8,P63,bws,96
C99,9,P11,house,77
C99,9,P10,house,77
C104,7,P54,food,104
C104,7,P57,food,104
C108,8,P52,food,81
C108,8,P47,food,81
C108,8,P59,food,81
C109,6,P40,sweets,43
C109,6,P36,sweets,43
C112,3,P24,fruit_veg,108
C112,3,P33,fruit_veg,108
C122,10,P28,fruit_veg,125
C122,10,P34,fruit_veg,125
C122,10,P32,fruit_veg,125
C123,3,P37,sweets,59
C127,4,P53,food,106
C127,4,P44,food,106
C128,5,P12,house,84
C128,5,P06,house,84
C131,4,P39,sweets,89
C131,4,P40,sweets,89
C131,4,P37,sweets,89
C1,7,P28,fruit_veg,39
C1,7,P24,fruit_veg,39
C4,5,P61,bws,38
C4,5,P64,bws,38
C10,5,P11,house,103
C10,5,P12,house,103
C10,5,P04,house,103
C12,8,P05,house,88
C12,8,P02,house,88
C12,8,P01,house,88
C14,3,P39,sweets,42
C14,3,P40,sweets,42
C15,6,P31,fruit_veg,77
C15,6,P24,fruit_veg,77
C21,5,P47,food,63
C21,5,P58,food,63
C21,5,P42,food,63
C22,1,P08,house,82
C23,10,P34,fruit_veg,50
C23,10,P22,fruit_veg,50
C23,10,P25,fruit_veg,50
C28,3,P47,food,94
C34,3,P58,food,66
C34,3,P52,food,66
C34,3,P47,food,66
C38,7,P60,food,100
C38,7,P52,food,100
C38,7,P45,food,100
C47,2,P34,fruit_veg,76
C47,2,P25,fruit_veg,76
C52,1,P63,bws,85
C52,1,P63,bws,85
C52,1,P62,bws,85
C76,10,P55,food,62
C76,10,P51,food,62
C83,8,P38,sweets,117
C83,8,P38,sweets,117
C83,8,P40,sweets,117
C89,8,P66,bws,96
C95,7,P61,bws,37
C98,7,P40,sweets,83
C98,7,P39,sweets,83
C98,7,P38,sweets,83
C100,8,P61,bws,109
C100,8,P63,bws,109
C105,8,P24,fruit_veg,122
C126,4,P63,bws,35
C126,4,P61,bws,35
C126,4,P63,bws,35
C127,4,P28,fruit_veg,106
C134,6,P35,sweets,62
C134,6,P36,sweets,62
C136,10,P43,food,50
C2,4,P30,fruit_veg,78
C5,7,P39,sweets,37
C5,7,P36,sweets,37
C15,6,P52,food,77
C17,2,P09,house,115
C17,2,P06,house,115
C45,10,P48,food,80
C45,10,P50,food,80
C45,10,P42,food,80
C48,4,P54,food,51
C48,4,P56,food,51
C51,3,P09,house,79
C51,3,P06,house,79
C51,3,P10,house,79
C73,2,P66,bws,96
C73,2,P63,bws,96
C73,2,P62,bws,96
C74,5,P47,food,111
C74,5,P49,food,111
C74,5,P46,food,111
C78,9,P32,fruit_veg,99
C78,9,P34,fruit_veg,99
C78,9,P32,fruit_veg,99
C79,1,P60,food,60
C79,1,P44,food,60
C80,9,P53,food,73
C90,3,P38,sweets,85
C90,3,P37,sweets,85
C90,3,P35,sweets,85
C104,7,P50,food,104
C105,8,P25,fruit_veg,122
C105,8,P34,fruit_veg,122
C105,8,P33,fruit_veg,122
C112,3,P52,food,108
C112,3,P49,food,108
C112,3,P46,food,108
C114,3,P36,sweets,21
C114,3,P35,sweets,21
C118,7,P42,food,54
C118,7,P46,food,54
C118,7,P44,food,54
C120,9,P04,house,52
C121,10,P02,house,41
C121,10,P12,house,41
C122,10,P52,food,125
C123,3,P31,fruit_veg,59
C127,4,P24,fruit_veg,106
C127,4,P29,fruit_veg,106
C127,4,P25,fruit_veg,106
C135,2,P33,fruit_veg,91
C2,4,P29,fruit_veg,78
C10,5,P43,food,103
C10,5,P54,food,103
C25,9,P38,sweets,124
C25,9,P38,sweets,124
C29,7,P56,food,82
C36,5,P36,sweets,108
C42,2,P27,fruit_veg,36
C42,2,P33,fruit_veg,36
C42,2,P34,fruit_veg,36
C46,5,P07,house,59
C47,2,P36,sweets,76
C54,2,P17,clothes,111
C55,8,P36,sweets,78
C55,8,P36,sweets,78
C62,6,P32,fruit_veg,102
C62,6,P23,fruit_veg,102
C66,10,P63,bws,96
C66,10,P63,bws,96
C66,10,P64,bws,96
C71,8,P59,food,49
C71,8,P48,food,49
C71,8,P53,food,49
C73,2,P37,sweets,96
C85,8,P61,bws,57
C85,8,P66,bws,57
C85,8,P66,bws,57
C88,1,P02,house,114
C88,1,P12,house,114
C89,8,P65,bws,96
C89,8,P63,bws,96
C90,3,P05,house,85
C90,3,P12,house,85
C90,3,P10,house,85
C102,1,P56,food,41
C107,3,P16,clothes,114
C107,3,P21,clothes,114
C127,4,P27,fruit_veg,106
C128,5,P12,house,84
